1,29.51
2,28.63
3,28.84
4,25.96
5,13.64
6,21.26
7,22.44
8,23.04
9,17.84
10,23.59
11,23.33
12,24.43
13,11.41
14,13.62
15,12.15
16,16.61
17,15.97
18,20.84
19,10.12
20,15.72
21,10.38
22,28.51
23,17.30
24,19.60
25,25.29
26,13.73
27,21.25
28,25.34
29,13.64
30,29.18
31,24.80
32,15.65
33,15.21
34,29.43
35,13.84
36,25.47
37,21.12
38,18.05
39,12.85
40,13.78
41,17.87
42,12.82
43,17.18
44,20.92
45,24.49
46,22.32
47,13.81
48,20.17
49,19.17
50,27.81
51,28.01
52,25.85
53,16.62
54,10.69
55,18.99
56,18.79
57,25.32
58,18.76
59,27.07
60,26.42
61,15.33
62,24.94
63,12.04
64,27.63
65,16.44
66,11.81
67,17.69
68,15.02
69,10.03
70,28.83
71,17.37
72,22.84
73,22.23
74,24.32
75,10.05
76,18.30
77,24.41
78,11.07
79,14.95
80,18.76
81,29.63
82,20.13
83,28.88
84,16.79
85,28.47
86,20.52
87,21.84
88,27.14
89,24.14
90,22.48
91,29.34
92,20.49
93,14.13
94,24.82
95,28.99
96,10.65
97,27.39
98,15.13
99,28.10
100,27.19
101,10.11
102,18.23
103,17.19
104,24.45
105,25.19
106,13.03
107,11.17
108,18.46
109,25.42
110,22.03
111,11.87
112,19.09
113,10.84
114,28.97
115,28.24
116,23.82
117,15.58
118,28.30
119,21.82
120,23.62
121,25.88
122,29.93
123,17.76
124,25.17
125,17.77
126,29.71
127,24.34
128,29.89
129,22.08
130,23.90
131,23.81
132,24.73
133,27.65
134,10.06
135,29.60
136,17.82
137,18.61
138,24.29
139,21.84
140,28.26
141,13.81
142,22.67
143,17.02
144,25.75
145,13.10
146,22.26
147,11.18
148,29.13
149,21.95
150,23.84
151,28.06
152,19.58
153,13.14
154,24.15
155,17.72
156,17.27
157,20.01
158,25.84
159,17.65
160,13.02
161,20.47
162,19.61
163,20.77
164,25.25
165,12.94
166,26.83
167,11.63
168,10.15
169,29.57
170,19.86
171,29.94
172,11.37
173,24.50
174,24.84
175,16.22
176,16.60
177,19.49
178,29.89
179,18.67
180,16.46
181,15.30
182,17.17
183,21.16
184,13.02
185,21.76
186,12.77
187,16.22
188,13.21
189,26.12
190,14.32
191,16.42
192,22.80
193,24.56
194,13.09
195,29.35
196,16.81
197,25.60
198,28.11
199,11.29
200,28.47
201,15.63
202,11.95
203,28.83
204,24.52
205,17.42
206,29.02
207,22.02
208,28.81
209,23.45
210,20.15
211,15.13
212,22.69
213,24.33
214,22.58
215,17.50
216,12.15
217,11.67
218,14.88
219,18.14
220,28.38
221,16.23
222,23.45
223,29.29
224,12.56
225,27.42
226,29.55
227,25.64
228,29.62
229,21.05
230,14.36
231,19.71
232,14.70
233,27.84
234,19.97
235,27.22
236,20.95
237,25.51
238,16.85
239,16.65
240,21.49
241,27.71
242,10.31
243,20.36
244,12.14
245,27.70
246,24.42
247,17.28
248,16.29
249,14.49
250,24.32
251,28.44
252,10.57
253,15.42
254,24.98
255,22.58
256,21.74
257,14.38
258,18.10
259,20.39
260,16.82
261,10.98
262,27.10
263,19.58
264,15.94
265,16.64
266,23.09
267,25.28
268,15.46
269,15.79
270,11.98
271,11.16
272,26.77
273,14.84
274,22.39
275,22.86
276,22.51
277,24.31
278,29.40
279,28.39
280,17.70
281,15.93
282,19.70
283,12.50
284,16.98
285,19.56
286,22.78
287,19.07
288,11.79
289,19.78
290,19.61
291,25.68
292,13.46
293,29.38
294,17.91
295,13.52
296,23.93
297,16.16
298,16.52
299,18.95
300,13.28
301,19.20
302,22.14
303,28.71
304,25.91
305,20.21
306,15.43
307,11.61
308,19.41
309,28.05
310,19.51
311,25.03
312,13.98
313,10.69
314,29.04
